shift_id,driver_id,shift_date,hours_online,trips_completed
18949,11700,12/25/2025,9.6,2
18950,28753,12/6/2025,8.1,21
18951,27864,11/19/2025,9.8,20
18952,42421,12/23/2025,10.6,21
18953,14376,11/30/2025,9.5,25
18954,33335,1/3/2026,5.4,1
18955,24488,12/17/2025,8.5,4
18956,15159,11/30/2025,2.5,11
18957,35506,11/21/2025,7,20
18958,28657,11/16/2025,10.6,23
18959,40149,11/27/2025,1.1,5
18960,8264,1/5/2026,4.2,20
18961,24537,12/19/2025,5.3,6
18962,10535,11/29/2025,2.2,22
18963,24337,11/22/2025,3.3,5
18964,1902,12/24/2025,6.1,10
18965,31579,12/6/2025,10.7,10
18966,12778,12/3/2025,1.6,20
18967,28862,1/1/2026,8.3,15
18968,27953,12/14/2025,1.2,13
18969,18753,11/20/2025,2.2,0
18970,15299,12/31/2025,2.3,18
18971,14882,12/18/2025,3.9,16
18972,49755,11/30/2025,8,8
18973,7932,12/28/2025,3.9,5
18974,22347,1/11/2026,3.3,17
18975,36586,11/14/2025,10.2,15
18976,2472,12/4/2025,8.6,25
18977,47480,12/13/2025,2.6,7
18978,39744,11/17/2025,8,21
18979,43183,12/5/2025,9.1,14
18980,31386,12/22/2025,7.3,7
18981,36526,11/18/2025,4.2,16
18982,25335,1/12/2026,10.7,24
18983,28735,12/4/2025,5.2,8
18984,24039,11/18/2025,7.6,3
18985,27769,11/14/2025,3.5,16
18986,21329,11/17/2025,4.7,8
18987,48927,12/30/2025,6.6,3
18988,4878,12/8/2025,3.1,5
18989,38846,11/27/2025,6.3,25
18990,665,11/21/2025,8.3,13
18991,14896,1/13/2026,7,25
18992,47809,12/10/2025,6.9,18
18993,37876,12/18/2025,9.8,24
18994,22088,1/7/2026,6.6,1
18995,16881,11/21/2025,10.5,2
18996,12894,11/25/2025,8.8,7
18997,30993,11/14/2025,6.9,24
18998,40251,1/4/2026,2.7,9
18999,24641,12/23/2025,2.8,0
19000,28331,1/8/2026,2.3,19
19001,18340,11/23/2025,4.6,3
19002,7812,11/28/2025,9.4,6
19003,7356,12/27/2025,1.2,17
19004,17797,12/19/2025,3.2,13
19005,339,11/28/2025,7.2,21
19006,36238,1/11/2026,4.4,23
19007,13003,12/9/2025,2.5,23
19008,16260,11/28/2025,3.8,23
19009,7857,11/14/2025,2.5,1
19010,829,12/13/2025,4.8,8
19011,46125,11/16/2025,6.1,18
19012,24455,11/23/2025,8,3
19013,48317,12/1/2025,8.2,23
19014,33341,1/10/2026,4.1,23
19015,33312,12/31/2025,3.4,25
19016,23330,1/3/2026,10.9,9
19017,4767,1/3/2026,3.4,14
19018,42491,12/2/2025,3.7,24
19019,17730,11/18/2025,9.6,2
19020,5014,11/25/2025,6.6,0
19021,46440,1/8/2026,1.2,20
19022,38649,12/13/2025,3.2,5
19023,27597,11/19/2025,2.4,25
19024,26103,11/15/2025,9.1,2
19025,7476,12/22/2025,8.1,21
19026,14022,11/29/2025,8.9,22
19027,18639,1/11/2026,2.6,21
19028,2378,12/19/2025,6.5,4
19029,15076,12/11/2025,2.1,6
19030,43797,12/20/2025,8.3,6
19031,47229,12/28/2025,7,18
19032,41503,12/5/2025,7,22
19033,49628,12/12/2025,8.7,1
19034,26847,12/20/2025,7.6,25
19035,39185,11/25/2025,6.6,9
19036,1661,11/29/2025,6.4,17
19037,47101,12/31/2025,6.2,19
19038,26862,12/24/2025,3.9,15
19039,29014,1/11/2026,11,14
19040,19628,11/21/2025,9.6,3
19041,8357,1/8/2026,9.5,9
19042,6044,12/5/2025,10.3,1
19043,5738,11/22/2025,8,12
19044,21371,1/4/2026,5.4,25
19045,10952,12/11/2025,9.3,12
19046,13899,11/19/2025,9,14
19047,14434,12/6/2025,2.4,15
19048,11865,1/4/2026,2.8,21
19049,26429,1/8/2026,5.6,15
19050,3043,12/17/2025,2.7,0
19051,27057,12/24/2025,1.4,22
19052,38581,12/15/2025,9.9,8
19053,30190,1/9/2026,5.7,18
19054,42466,12/6/2025,6.2,25
19055,12225,11/23/2025,2.4,14
19056,34808,12/11/2025,10.3,12
19057,1597,12/18/2025,2.1,24
19058,36208,1/11/2026,9.7,4
19059,1264,11/14/2025,3.1,2
19060,24847,12/7/2025,10.6,14
19061,49109,1/7/2026,2.9,22
19062,32047,1/3/2026,4.2,0
19063,16978,12/28/2025,9.8,2
19064,12987,11/27/2025,1.6,5
19065,9003,1/7/2026,4.8,0
19066,20443,12/27/2025,4.2,16
19067,2387,11/28/2025,9.6,5
19068,32122,12/23/2025,10.8,20
19069,6494,11/14/2025,9.6,9
19070,28743,12/11/2025,6.8,23
19071,8983,12/13/2025,4.3,6
19072,45913,11/18/2025,9.1,2
19073,34921,12/23/2025,8.7,15
19074,9437,1/4/2026,6.3,3
19075,27916,11/19/2025,5.7,15
19076,30439,12/9/2025,3,18
19077,2069,12/25/2025,3.3,15
19078,4113,12/3/2025,5.7,6
19079,22989,12/13/2025,6.9,25
19080,7461,12/5/2025,6.2,23
19081,12682,12/29/2025,3.9,8
19082,36701,12/15/2025,8.3,5
19083,1317,12/24/2025,2.2,12
19084,11609,11/27/2025,9.1,3
19085,2727,12/18/2025,5.1,2
19086,556,12/25/2025,3.4,24
19087,36084,12/26/2025,8.1,0
19088,48071,12/11/2025,10.5,0
19089,14101,1/4/2026,6.7,15
19090,4013,12/8/2025,6.5,19
19091,35955,12/24/2025,4.3,11
19092,35695,11/17/2025,8.7,16
19093,48101,1/10/2026,7.4,0
19094,28111,12/29/2025,9.6,12
19095,37391,1/3/2026,4.7,25
19096,32809,1/10/2026,8.8,1
19097,12210,11/25/2025,2.7,4
19098,28417,12/17/2025,2.4,17
19099,29361,1/11/2026,4.4,16
19100,9521,11/14/2025,2.8,0
19101,27547,11/30/2025,4.4,10
19102,30055,12/25/2025,2.5,11
19103,4772,1/12/2026,2.2,3
19104,10769,1/1/2026,2.8,18
19105,43636,12/22/2025,3.7,21
19106,21397,12/30/2025,6.2,0
19107,19297,12/15/2025,4.8,1
19108,48977,12/16/2025,4.5,19
19109,13117,12/9/2025,6.6,2
19110,47192,12/4/2025,2.3,10
19111,26240,12/15/2025,8.9,9
19112,23833,11/28/2025,7.1,18
19113,11430,12/23/2025,9.8,21
19114,36369,12/4/2025,2.2,6
19115,45562,12/13/2025,1.2,6
19116,39365,1/10/2026,8,3
19117,45582,12/9/2025,4.9,19
19118,23203,12/25/2025,5,3
19119,16269,11/26/2025,2.2,6
19120,25307,11/15/2025,4.2,14
19121,31680,12/17/2025,5.5,14
19122,33116,12/11/2025,3.6,15
19123,23982,12/1/2025,5.4,20
19124,20559,1/4/2026,3,22
19125,33079,1/9/2026,9.3,23
19126,5953,11/26/2025,7.1,6
19127,39702,11/27/2025,10.3,6
19128,41416,11/24/2025,1.7,13
19129,39715,12/6/2025,3.7,6
19130,20306,12/30/2025,10.5,25
19131,1532,12/17/2025,3.8,23
19132,36234,12/3/2025,10.8,5
19133,34462,12/4/2025,4.8,17
19134,12126,12/5/2025,5.2,0
19135,18445,12/18/2025,2.9,6
19136,21194,1/2/2026,2.7,17
19137,34234,11/22/2025,2.7,23
19138,49721,11/20/2025,5.5,12
19139,24034,11/17/2025,5.7,20
19140,48908,12/7/2025,3.3,13
19141,11907,12/20/2025,1.8,13
19142,35075,11/24/2025,6.4,2
19143,8659,11/27/2025,10.1,10
19144,32760,11/27/2025,9.5,9
19145,166,11/25/2025,5.2,14
19146,48326,11/16/2025,2.9,14
19147,10376,1/5/2026,1.9,15
19148,35076,1/1/2026,7.5,16
19149,49861,11/17/2025,1.1,14
19150,38278,12/10/2025,7.5,1
19151,48617,1/6/2026,8,21
19152,26486,12/8/2025,5.1,17
19153,13595,11/28/2025,9.2,14
19154,36821,1/2/2026,3.6,23
19155,39698,12/19/2025,3.6,2
19156,37173,11/27/2025,1.2,16
19157,49897,1/6/2026,4.2,19
19158,39269,1/13/2026,4.8,15
19159,39953,12/1/2025,5,0
19160,48080,1/5/2026,9.4,22
19161,44563,11/16/2025,4.4,18
19162,45805,11/20/2025,5.5,17
19163,20494,12/2/2025,6.6,16
19164,11643,12/22/2025,6.7,14
19165,23543,1/5/2026,4.2,15
19166,1434,12/8/2025,7,9
19167,37476,11/25/2025,2.1,0
19168,47074,12/4/2025,9.1,15
19169,36067,1/5/2026,9.3,9
19170,3176,12/7/2025,5.2,10
19171,23062,12/21/2025,5.9,15
19172,24858,11/21/2025,4.7,8
19173,17655,12/15/2025,4.5,11
19174,13558,12/13/2025,7.9,2
19175,35255,1/4/2026,7,5
19176,38736,12/25/2025,2.7,10
19177,80,11/26/2025,8.1,14
19178,28916,1/4/2026,9.3,14
19179,19271,12/29/2025,10.3,21
19180,11148,12/22/2025,9.1,8
19181,19419,11/26/2025,3.4,9
19182,49495,1/12/2026,7.4,22
19183,49162,11/27/2025,9.5,23
19184,39913,1/13/2026,4.9,2
19185,33916,12/9/2025,6.9,1
19186,35874,12/2/2025,2.5,2
19187,36061,1/9/2026,7.8,11
19188,19704,12/2/2025,9.8,6
19189,526,11/29/2025,7.9,12
19190,12863,11/21/2025,1.2,17
19191,8577,12/18/2025,2.9,22
19192,11809,1/13/2026,6.4,21
19193,22746,11/30/2025,3.2,25
19194,47704,12/14/2025,7.2,8
19195,41648,11/26/2025,6.3,3
19196,39608,12/7/2025,10.2,17
19197,22614,12/10/2025,10,13
19198,34118,12/29/2025,3,15
19199,32451,1/12/2026,5.5,1
19200,5204,11/17/2025,10,14
19201,6602,12/12/2025,3.8,0
19202,7565,12/23/2025,7.6,1
19203,45864,12/16/2025,4.9,2
19204,4750,11/14/2025,10.6,14
19205,38538,12/10/2025,3.7,6
19206,49922,12/18/2025,5.4,4
19207,27406,1/11/2026,8.8,21
19208,16131,12/2/2025,1.5,3
19209,2677,12/27/2025,9.8,17
19210,13737,11/19/2025,6.9,13
19211,8576,1/4/2026,5.5,14
19212,42887,11/25/2025,9.8,8
19213,36535,1/7/2026,10.8,7
19214,7164,12/8/2025,7.9,15
19215,8093,12/1/2025,4.9,3
19216,22511,1/4/2026,3.3,14
19217,36252,1/7/2026,9.1,0
19218,30775,12/24/2025,5.9,2
19219,12646,12/7/2025,4.9,2
19220,45604,12/30/2025,10.2,2
19221,36857,12/11/2025,8,6
19222,46524,12/22/2025,2.2,17
19223,2479,12/18/2025,3.3,6
19224,34752,11/18/2025,3.4,18
19225,46057,12/7/2025,9.7,21
19226,37330,1/8/2026,6.6,5
19227,20352,12/12/2025,3.1,9
19228,48435,12/3/2025,4.9,25
19229,12950,12/28/2025,9.9,24
19230,32970,11/28/2025,9.4,9
19231,17273,12/10/2025,2.9,9
19232,5830,12/14/2025,2.7,2
19233,42402,12/22/2025,8.4,3
19234,34287,12/1/2025,4.4,12
19235,44739,12/14/2025,1.5,5
19236,22901,12/6/2025,6.2,21
19237,21738,1/12/2026,4.2,19
19238,13061,11/21/2025,4.9,9
19239,1186,11/20/2025,7.3,25
19240,8852,12/13/2025,8.4,22
19241,8881,12/11/2025,5.6,11
19242,49332,11/16/2025,7,10
19243,29835,1/8/2026,2.2,20
19244,44719,1/10/2026,9.6,22
19245,40082,11/28/2025,9.8,1
19246,41439,12/8/2025,8.3,19
19247,6207,12/30/2025,2.7,23
19248,2605,11/15/2025,1.4,13
19249,991,12/27/2025,4,10
19250,36592,12/4/2025,9.1,0
19251,46169,12/10/2025,8,6
19252,14955,12/26/2025,6.7,6
19253,16999,11/19/2025,7.9,17
19254,31405,11/28/2025,1.1,13
19255,9611,11/26/2025,1.5,11
19256,18110,12/9/2025,1,25
19257,7456,12/6/2025,5.8,12
19258,32488,1/13/2026,5.6,2
19259,20556,12/27/2025,7.8,23
19260,23352,12/1/2025,7.5,0
19261,13695,1/12/2026,1.7,0
19262,46946,11/22/2025,3.8,16
19263,21872,12/7/2025,5.9,13
19264,11680,11/30/2025,8.3,25
19265,2614,1/13/2026,4.4,22
19266,41410,12/23/2025,7.3,6
19267,31573,11/25/2025,3.5,18
19268,5617,11/26/2025,10.3,18
19269,15990,11/27/2025,1.6,15
19270,16104,12/30/2025,10.1,24
19271,18197,11/20/2025,9.9,16
19272,42498,12/11/2025,8.6,18
19273,30653,11/28/2025,8,22
19274,37374,12/3/2025,7.7,13
19275,14694,1/7/2026,6.8,25
19276,8913,12/24/2025,2.2,16
19277,16205,11/16/2025,5,20
19278,8074,1/6/2026,5.4,0
19279,43865,12/31/2025,9.6,18
19280,45208,12/25/2025,7.1,12
19281,25036,11/15/2025,5.7,10
19282,30280,1/4/2026,8.7,22
19283,33501,12/16/2025,7.8,14
19284,42312,11/23/2025,7.6,25
19285,24079,1/10/2026,2.4,24
19286,28897,1/1/2026,1.1,19
19287,6057,1/13/2026,2.9,9
19288,30543,11/21/2025,5.9,20
19289,28930,11/23/2025,10.2,7
19290,7896,12/9/2025,9.5,1
19291,35950,1/8/2026,9,5
19292,1472,12/21/2025,9.5,10
19293,28787,12/16/2025,5.1,11
19294,3160,12/13/2025,8.4,16
19295,27402,12/21/2025,6.5,8
19296,9494,11/15/2025,8.7,18
19297,44958,1/1/2026,1.5,18
19298,27226,11/27/2025,1.4,7
19299,27102,12/23/2025,10.3,2
19300,19290,12/24/2025,6.6,10
19301,46636,12/20/2025,9.9,11
19302,21550,12/4/2025,7,7
19303,48901,11/27/2025,4.5,13
19304,49017,11/22/2025,7.4,2
19305,5097,11/17/2025,11,16
19306,41363,11/25/2025,7.9,11
19307,2295,12/27/2025,4.7,14
19308,6798,1/5/2026,7.7,22
19309,1494,11/15/2025,2.1,21
19310,46672,11/18/2025,7.7,9
19311,32445,12/7/2025,1.3,21
19312,29798,1/4/2026,3.3,9
19313,14043,12/16/2025,5.3,8
19314,10488,1/13/2026,7.2,15
19315,47186,12/4/2025,6.3,2
19316,11052,12/7/2025,8.6,21
19317,47539,12/31/2025,7.1,9
19318,32010,12/6/2025,9.5,16
19319,25613,11/21/2025,9.7,25
19320,39080,1/5/2026,9.6,8
19321,31854,12/15/2025,4.9,9
19322,8130,11/14/2025,2.3,14
19323,23604,11/19/2025,2.1,7
19324,29271,12/11/2025,10.5,20
19325,6385,11/18/2025,6,15
19326,21394,11/25/2025,4.8,23
19327,13956,12/2/2025,10,17
19328,44062,11/17/2025,5.3,3
19329,24207,12/3/2025,10.6,13
19330,46324,1/3/2026,10.9,7
19331,22679,12/9/2025,7.7,18
19332,30992,11/21/2025,9,3
19333,3169,12/17/2025,1.4,15
19334,8886,1/5/2026,8.9,2
19335,48446,1/10/2026,7,6
19336,3868,1/2/2026,10.5,12
19337,21075,1/10/2026,8.9,13
19338,5809,12/14/2025,3.6,10
19339,29172,1/6/2026,1.6,13
19340,2487,12/29/2025,7.3,11
19341,48656,1/11/2026,3.8,24
19342,1441,12/15/2025,2.3,7
19343,48299,1/9/2026,6.1,13
19344,40607,11/14/2025,8.1,7
19345,37153,1/5/2026,4.4,12
19346,19882,12/30/2025,9.9,15
19347,3456,12/29/2025,2.3,20
19348,40216,1/8/2026,8.5,21
19349,26935,12/29/2025,9.2,2
19350,39243,11/24/2025,5.5,10
19351,41862,11/21/2025,9.5,21
19352,2524,12/6/2025,9.7,15
19353,19854,1/4/2026,3.9,19
19354,23056,12/21/2025,4.3,24
19355,111,12/31/2025,10.9,9
19356,32555,12/20/2025,5.6,2
19357,10788,12/9/2025,3.3,14
19358,41091,1/5/2026,2.4,21
19359,20761,11/25/2025,9.1,14
19360,14753,1/5/2026,1.4,0
19361,3180,11/14/2025,7.9,9
19362,38146,12/3/2025,7.1,22
19363,4550,12/10/2025,5.3,2
19364,31571,11/25/2025,8.6,2
19365,39285,1/1/2026,9.4,2
19366,4720,12/9/2025,5.7,21
19367,44998,12/27/2025,2,3
19368,25677,12/13/2025,5.6,25
19369,8314,12/14/2025,6.3,24
19370,37922,12/15/2025,6.7,19
19371,31638,12/31/2025,5.6,8
19372,29096,11/28/2025,1.8,7
19373,4690,12/12/2025,7.9,24
19374,4439,1/1/2026,3.5,12
19375,49210,11/16/2025,10.4,21
19376,19402,12/11/2025,8.5,6
19377,44232,12/14/2025,10.8,9
19378,29951,11/16/2025,4.4,2
19379,42755,12/23/2025,10.8,20
19380,13859,12/3/2025,7.8,23
19381,8239,12/27/2025,1.5,4
19382,40969,11/27/2025,9.7,25
19383,12762,12/4/2025,6.9,15
19384,27362,12/26/2025,3.2,12
19385,24164,12/19/2025,5.4,13
19386,25777,12/29/2025,2,24
19387,231,11/28/2025,1.8,0
19388,48931,12/9/2025,3.8,3
19389,6862,12/3/2025,8.6,2
19390,10866,12/9/2025,8.9,5
19391,18889,12/15/2025,1.1,10
19392,34552,12/1/2025,6.2,6
19393,26223,12/7/2025,2.5,1
19394,18060,11/25/2025,9.4,15
19395,40609,12/25/2025,6,17
19396,21249,12/2/2025,2.8,10
19397,35427,12/20/2025,2.8,15
19398,25408,12/17/2025,4.2,14
19399,40572,11/21/2025,5.2,24
19400,38394,11/14/2025,8.3,17
19401,39023,12/2/2025,10.7,25
19402,1806,12/1/2025,6.7,16
19403,10684,12/28/2025,3.3,6
19404,27466,12/8/2025,1.3,24
19405,1560,12/15/2025,7.6,0
19406,21334,1/11/2026,5.1,10
19407,3341,12/12/2025,7.3,12
19408,30767,11/30/2025,5.1,16
19409,45605,12/24/2025,7.1,7
19410,38328,1/13/2026,2.6,1
19411,22752,12/13/2025,3.7,2
19412,22891,12/31/2025,9.3,17
19413,12632,11/29/2025,8.8,18
19414,18307,12/28/2025,6.4,20
19415,37717,11/26/2025,7.2,11
19416,36175,11/26/2025,3.2,21
19417,11493,12/11/2025,5.2,16
19418,23070,1/4/2026,10.9,18
19419,48031,12/6/2025,1,12
19420,22777,11/20/2025,9.4,7
19421,6965,1/7/2026,7.8,2
19422,40501,12/6/2025,2.5,7
19423,46463,12/24/2025,7.4,18
19424,1588,12/10/2025,1.7,5
19425,5200,12/26/2025,5.8,19
19426,30918,1/5/2026,8.4,16
19427,29677,12/17/2025,8.9,11
19428,7714,11/25/2025,8.1,16
19429,23841,12/13/2025,4,20
19430,32178,12/22/2025,2.5,22
19431,24361,11/26/2025,8.1,2
19432,45956,1/12/2026,8.8,23
19433,42000,1/12/2026,8.1,14
19434,25144,1/12/2026,3.7,4
19435,9365,1/9/2026,7.5,15
19436,47383,1/11/2026,8.3,16
19437,9371,1/5/2026,4.9,2
19438,9650,12/31/2025,4.1,13
19439,30698,12/20/2025,6.9,6
19440,39889,12/1/2025,10.9,10
19441,4294,12/30/2025,1.8,23
19442,28602,12/1/2025,5.2,7
19443,23858,12/7/2025,3.2,21
19444,19428,12/4/2025,1.6,7
19445,17808,12/5/2025,6.1,12
19446,4500,11/25/2025,8.4,22
19447,27166,11/29/2025,3.1,0
19448,48541,12/7/2025,7.3,3
19449,4383,12/11/2025,3.8,5
19450,18322,12/16/2025,10.3,21
19451,40529,12/12/2025,3.2,2
19452,12716,11/20/2025,6.7,14
19453,30367,12/27/2025,5.5,21
19454,15449,1/11/2026,8.1,19
19455,6358,12/20/2025,5.3,22
19456,33175,12/9/2025,1.8,4
19457,17977,12/4/2025,4,16
19458,17123,12/27/2025,1.4,3
19459,13262,11/16/2025,3.6,4
19460,16718,1/12/2026,4.5,2
19461,26119,11/16/2025,9,3
19462,48756,1/3/2026,5.1,0
19463,48566,11/21/2025,6.7,2
19464,19438,12/4/2025,2.2,24
19465,29247,11/16/2025,10.6,18
19466,18389,1/4/2026,5.7,13
19467,2697,1/5/2026,7.9,12
19468,11296,12/1/2025,2.5,7
19469,2040,1/13/2026,6.5,18
19470,39522,12/24/2025,7.6,11
19471,7078,12/30/2025,10,1
19472,2837,12/15/2025,1.7,21
19473,40754,12/26/2025,2.5,7
19474,42632,11/14/2025,8.5,14
19475,17246,12/7/2025,8.4,3
19476,33633,1/10/2026,5.1,20
19477,1771,1/9/2026,10.6,15
19478,8793,12/6/2025,4.6,3
19479,34656,12/30/2025,3.3,0
19480,24449,11/30/2025,8.7,4
19481,14071,12/13/2025,5.1,4
19482,36973,12/6/2025,1.2,18
19483,43837,12/23/2025,3.6,4
19484,11583,1/11/2026,5.7,23
19485,25175,1/6/2026,2,5
19486,23840,1/11/2026,4.6,9
19487,26407,11/17/2025,3,3
19488,12338,12/30/2025,4.7,4
19489,19406,11/14/2025,2.7,6
19490,41193,1/10/2026,11,16
19491,49831,12/17/2025,8.1,24
19492,15173,11/23/2025,2.2,4
19493,3251,11/20/2025,9.3,17
19494,41499,1/7/2026,2.2,14
19495,16727,1/8/2026,10.6,4
19496,46717,1/3/2026,10.8,19
19497,35076,12/11/2025,6.9,10
19498,6454,1/11/2026,6.9,14
19499,50,1/1/2026,3.7,17
19500,40543,11/29/2025,9.1,24
19501,35472,1/10/2026,1.2,13
19502,26945,12/7/2025,1.6,16
19503,30527,12/2/2025,3.9,4
19504,19352,12/18/2025,8.7,13
19505,110,1/8/2026,1.9,3
19506,15360,12/3/2025,3.9,13
19507,45367,1/12/2026,3.5,23
19508,3065,12/1/2025,10.3,11
19509,49133,11/20/2025,4.8,13
19510,2807,1/9/2026,9,4
19511,1426,12/1/2025,4.3,2
19512,20205,12/31/2025,10,23
19513,35848,1/10/2026,8.4,24
19514,14456,12/17/2025,6.3,8
19515,1803,1/13/2026,2,2
19516,28897,11/18/2025,1.5,16
19517,2761,12/20/2025,2.8,12
19518,45977,11/29/2025,5.9,10
19519,32109,12/7/2025,6.3,1
19520,46848,12/23/2025,6.4,3
19521,14817,12/19/2025,3.9,14
19522,32826,11/18/2025,5.6,15
19523,1574,12/20/2025,8.2,9
19524,46744,11/27/2025,1.8,17
19525,18171,11/18/2025,7.7,4
19526,12015,12/27/2025,10.2,25
19527,34552,12/28/2025,6.4,0
19528,44630,11/15/2025,9.2,6
19529,17724,11/17/2025,5.2,8
19530,22901,12/25/2025,8.9,14
19531,10035,12/26/2025,9.4,24
19532,44069,1/9/2026,8.5,11
19533,38233,1/13/2026,1.4,3
19534,29532,12/18/2025,3.2,25
19535,298,12/2/2025,10.5,14
19536,48121,12/22/2025,4.6,13
19537,31890,11/23/2025,6.3,5
19538,22132,1/9/2026,9.9,3
19539,14969,12/31/2025,9,9
19540,14521,11/30/2025,8.2,13
19541,19914,11/25/2025,3.3,9
19542,19422,12/30/2025,3.8,22
19543,13486,1/8/2026,4,17
19544,6838,12/25/2025,9.4,24
19545,6927,1/5/2026,2,13
19546,46635,11/27/2025,2.5,0
19547,7154,12/22/2025,9.7,12
19548,35832,11/24/2025,5.7,9
19549,34678,12/25/2025,10.2,18
19550,6339,11/27/2025,3.2,18
19551,31832,12/5/2025,8.4,2
19552,40759,12/31/2025,8.1,2
19553,45998,1/1/2026,5.8,20
19554,40464,11/28/2025,2.5,18
19555,33675,11/27/2025,10.1,21
19556,29949,11/19/2025,6.3,1
19557,10810,12/20/2025,5.1,11
19558,2295,12/15/2025,5.5,17
19559,23248,11/16/2025,2.4,4
19560,33627,12/2/2025,1.4,14
19561,23467,12/19/2025,8.3,1
19562,16629,1/12/2026,5,2
19563,17905,11/26/2025,2.8,6
19564,19645,1/2/2026,9.5,9
19565,14724,12/30/2025,5.5,22
19566,4757,1/3/2026,4.2,2
19567,8299,11/28/2025,6.9,21
19568,34568,12/6/2025,1.5,17
19569,32266,11/14/2025,6.5,3
19570,38503,11/26/2025,6.7,4
19571,2613,12/28/2025,5.5,6
19572,8386,12/5/2025,4.7,5
19573,30840,12/8/2025,1.2,9
19574,14146,11/27/2025,3.7,17
19575,21197,11/25/2025,8.1,9
19576,1012,12/3/2025,9.5,23
19577,26796,1/6/2026,10,19
19578,2742,12/20/2025,5.9,14
19579,35137,12/3/2025,8.4,23
19580,22689,12/20/2025,10.4,22
19581,12092,12/26/2025,7.7,7
19582,38088,12/29/2025,10.6,23
19583,14518,12/8/2025,1.6,9
19584,28435,11/23/2025,5.4,17
19585,39686,12/23/2025,5.4,4
19586,47357,12/3/2025,3.9,17
19587,26077,11/14/2025,5.2,9
19588,18751,11/28/2025,5.3,3
19589,35640,12/4/2025,11,0
19590,12336,1/11/2026,10.5,6
19591,45350,12/12/2025,6.6,5
19592,24936,12/9/2025,1.1,17
19593,13224,12/14/2025,1.3,13
19594,21065,12/1/2025,6.3,15
19595,25439,11/19/2025,5.3,15
19596,17592,1/13/2026,4.2,1
19597,10854,12/14/2025,3.9,25
19598,30716,1/1/2026,8.2,9
19599,43057,11/22/2025,9.4,22
19600,1135,12/12/2025,1.2,13
19601,48786,11/24/2025,1.5,6
19602,12559,11/26/2025,3.1,1
19603,22691,11/21/2025,9.5,21
19604,45476,12/15/2025,5.2,24
19605,49143,12/9/2025,5.3,15
19606,38997,1/11/2026,3.3,23
19607,21351,1/9/2026,9.4,11
19608,8430,11/26/2025,8,2
19609,40085,1/11/2026,1.4,19
19610,823,1/4/2026,9.8,18
19611,39664,1/11/2026,2.4,13
19612,18862,11/25/2025,5,10
19613,17700,1/7/2026,7.2,20
19614,10064,11/22/2025,3.3,14
19615,9887,1/12/2026,2.2,17
19616,21090,12/13/2025,9.8,4
19617,18552,12/18/2025,2.4,0
19618,130,12/24/2025,4.9,25
19619,47751,11/21/2025,7.4,3
19620,25655,12/22/2025,2.7,18
19621,11726,12/1/2025,5.8,1
19622,30273,1/7/2026,1.9,21
19623,43052,12/4/2025,6.7,13
19624,20215,1/7/2026,3.8,8
19625,1674,12/24/2025,2.5,15
19626,35855,12/8/2025,10.6,14
19627,3340,12/25/2025,4.9,23
19628,17000,11/15/2025,6.2,2
19629,42214,12/26/2025,7.2,6
19630,39373,1/3/2026,9.4,16
19631,6163,1/1/2026,8.5,8
19632,64,1/11/2026,8.6,25
19633,47614,12/15/2025,3.9,24
19634,49727,11/27/2025,5.6,22
19635,7945,12/5/2025,2.4,12
19636,36385,11/24/2025,4.2,18
19637,48859,12/19/2025,8.3,0
19638,28882,12/20/2025,6.7,9
19639,1751,12/21/2025,8.8,15
19640,29748,11/26/2025,2.1,18
19641,31926,1/9/2026,1.8,24
19642,45669,12/26/2025,4.1,18
19643,11954,12/31/2025,2.3,6
19644,25316,11/18/2025,4.4,9
19645,10157,1/12/2026,8,24
19646,16293,12/23/2025,7.5,5
19647,11144,12/4/2025,7,1
19648,15814,12/4/2025,3.3,7
19649,24686,12/1/2025,7.2,3
19650,49844,12/26/2025,4.3,10
19651,43464,1/5/2026,3,24
19652,7305,12/11/2025,5.9,24
19653,35274,1/8/2026,5.8,10
19654,25000,1/2/2026,2.1,1
19655,39037,11/21/2025,2.8,1
19656,23716,11/27/2025,2,2
19657,8867,12/20/2025,5.5,4
19658,21051,1/5/2026,3.5,10
19659,6128,1/4/2026,1.7,1
19660,14446,12/13/2025,10.1,0
19661,34754,12/31/2025,6.7,11
19662,12312,12/10/2025,4.3,24
19663,41238,12/7/2025,7.6,22
19664,28679,11/27/2025,7.2,16
19665,43265,1/1/2026,9,0
19666,10094,12/5/2025,10.9,23
19667,2483,12/12/2025,11,12
19668,33330,12/18/2025,5.2,21
19669,29627,1/9/2026,4.7,17
19670,466,11/23/2025,10.4,2
19671,48292,12/26/2025,9.2,24
19672,28976,12/18/2025,4,21
19673,35813,12/17/2025,6.9,22
19674,29263,1/3/2026,8.8,4
19675,1674,11/30/2025,2.3,23
19676,9551,11/19/2025,1.4,21
19677,20998,12/10/2025,9.2,4
19678,27985,1/3/2026,3.7,24
19679,10185,11/30/2025,3.8,0
19680,17114,11/24/2025,5.3,16
19681,5586,12/13/2025,9.9,7
19682,5560,11/23/2025,7.6,1
19683,33044,11/16/2025,3.1,5
19684,12577,12/8/2025,7.9,7
19685,4680,1/13/2026,10.9,25
19686,1301,11/28/2025,2.3,19
19687,49806,12/14/2025,2.6,18
19688,16938,12/20/2025,2.5,20
19689,24332,12/22/2025,5.2,0
19690,3799,11/28/2025,2.6,14
19691,49529,1/7/2026,6.1,15
