ride_id,rider_id,rider_name,rider_city,rider_rating,signup_date,driver_id,driver_name,driver_city,driver_rating,ride_city,ride_status,request_time,start_time,end_time,waiting_time_min,ride_duration_min,distance_km,fare_amount,payment_method,payment_time,is_paid,fare_per_km,ride_date
RID6977,R2812,Rider_2812,Hyderabad,4.2,2023-12-24,D1474,Driver_1474,Mumbai,3.8,Mumbai,COMPLETED,2025-07-02 01:27:02,2025-07-02 01:44:11,2025-07-02 02:00:26,17.15,16.25,4.01,48.12,CASH,2025-07-02 02:00:26,True,12.0,2025-07-02
RID4956,R7372,Rider_7372,Mumbai,4.1,2025-09-23,D3516,Driver_3516,Mumbai,4.3,Mumbai,COMPLETED,2023-08-17 17:51:38,2023-08-17 18:06:31,2023-08-17 18:32:49,14.88,26.3,5.63,84.45,CARD,2023-08-17 18:32:49,True,15.0,2023-08-17
RID13688,R7781,Rider_7781,Hyderabad,4.6,2022-01-17,D1853,Driver_1853,Bangalore,4.6,Bangalore,COMPLETED,2023-02-02 07:04:23,2023-02-02 07:12:27,2023-02-02 07:35:03,8.07,22.6,10.78,215.6,CARD,2023-02-02 07:35:03,True,20.0,2023-02-02
RID12304,R9323,Rider_9323,Mumbai,4.5,2022-05-24,D4558,Driver_4558,Bangalore,4.4,Bangalore,COMPLETED,2023-11-29 02:29:12,2023-11-29 02:38:24,2023-11-29 03:01:50,9.2,23.43,10.95,219.0,UPI,2023-11-29 03:01:50,True,20.0,2023-11-29
RID7378,R327,Rider_327,Mumbai,4.2,2022-03-06,D3119,Driver_3119,Mumbai,4.2,Mumbai,COMPLETED,2025-01-06 17:12:14,2025-01-06 17:25:35,2025-01-06 17:36:21,13.35,10.77,6.3,94.5,CASH,2025-01-06 17:36:20,True,15.0,2025-01-06
RID743,R8819,Rider_8819,Delhi,4.3,2023-05-03,D176,Driver_176,Hyderabad,3.6,Hyderabad,COMPLETED,2025-05-31 13:23:02,2025-05-31 13:39:46,2025-05-31 14:07:10,16.73,27.4,9.19,105.68,UPI,2025-05-31 14:07:09,True,11.5,2025-05-31
RID24507,R374,Rider_374,Mumbai,4.7,2024-09-20,D4747,Driver_4747,Hyderabad,4.4,Hyderabad,COMPLETED,2024-01-26 05:17:31,2024-01-26 05:28:27,2024-01-26 05:43:55,10.93,15.47,10.87,157.61,UPI,2024-01-26 05:43:54,True,14.5,2024-01-26
RID27482,R7566,Rider_7566,Delhi,4.1,2022-06-12,D914,Driver_914,Bangalore,4.2,Bangalore,COMPLETED,2023-05-26 17:22:46,2023-05-26 17:32:37,2023-05-26 17:58:16,9.85,25.65,10.16,203.2,CASH,2023-05-26 17:58:15,True,20.0,2023-05-26
RID5293,R1716,Rider_1716,Hyderabad,4.0,2025-12-30,D1013,Driver_1013,Bangalore,4.9,Bangalore,COMPLETED,2025-03-18 00:25:39,2025-03-18 00:35:45,2025-03-18 01:05:19,10.1,29.57,7.42,126.14,UPI,2025-03-18 01:05:19,True,17.0,2025-03-18
RID9653,R6955,Rider_6955,Chennai,4.4,2024-08-29,D614,Driver_614,Hyderabad,4.5,Hyderabad,COMPLETED,2024-02-18 21:39:25,2024-02-18 21:50:48,2024-02-18 22:14:41,11.38,23.88,11.32,164.14,UPI,2024-02-18 22:14:40,True,14.5,2024-02-18
RID17589,R9601,Rider_9601,Hyderabad,3.9,2023-03-30,D1973,Driver_1973,Chennai,4.0,Chennai,COMPLETED,2023-10-09 02:16:11,2023-10-09 02:29:29,2023-10-09 02:52:36,13.3,23.12,7.71,100.23,CARD,2023-10-09 02:52:36,True,13.0,2023-10-09
RID28663,R6288,Rider_6288,Delhi,3.9,2024-08-07,D3557,Driver_3557,Chennai,4.0,Chennai,COMPLETED,2023-07-30 12:31:25,2023-07-30 12:41:52,2023-07-30 12:57:26,10.45,15.57,5.27,68.51,CASH,2023-07-30 12:57:26,True,13.0,2023-07-30
RID10660,R3440,Rider_3440,Hyderabad,3.8,2023-10-18,D70,Driver_70,Chennai,4.2,Chennai,COMPLETED,2023-03-19 04:08:17,2023-03-19 04:20:08,2023-03-19 04:36:26,11.85,16.3,8.04,128.64,CARD,2023-03-19 04:36:26,True,16.0,2023-03-19
RID28666,R5240,Rider_5240,Hyderabad,4.4,2025-02-12,D3277,Driver_3277,Chennai,4.0,Chennai,COMPLETED,2025-11-23 21:01:07,2025-11-23 21:14:57,2025-11-23 21:41:44,13.83,26.78,9.33,121.29,CASH,2025-11-23 21:41:44,True,13.0,2025-11-23
RID2471,R7903,Rider_7903,Mumbai,3.6,2026-01-15,D4658,Driver_4658,Hyderabad,4.3,Hyderabad,COMPLETED,2023-04-26 16:59:46,2023-04-26 17:14:41,2023-04-26 17:27:55,14.92,13.23,6.97,101.06,CARD,2023-04-26 17:27:55,True,14.5,2023-04-26
RID26167,R7364,Rider_7364,Chennai,4.2,2022-06-30,D4836,Driver_4836,Delhi,3.4,Delhi,COMPLETED,2023-02-21 17:23:22,2023-02-21 17:44:27,2023-02-21 18:00:24,21.08,15.95,5.14,51.4,CASH,2023-02-21 18:00:23,True,10.0,2023-02-21
RID29341,R6487,Rider_6487,Delhi,4.1,2025-08-20,D3325,Driver_3325,Hyderabad,3.6,Hyderabad,COMPLETED,2024-09-17 15:34:45,2024-09-17 15:51:01,2024-09-17 16:19:28,16.27,28.45,6.24,71.76,CARD,2024-09-17 16:19:28,True,11.5,2024-09-17
RID8961,R8641,Rider_8641,Chennai,4.7,2023-07-09,D4494,Driver_4494,Delhi,4.1,Delhi,COMPLETED,2024-11-17 02:34:10,2024-11-17 02:54:19,2024-11-17 03:10:22,20.15,16.05,8.81,114.53,UPI,2024-11-17 03:10:22,True,13.0,2024-11-17
RID7394,R5600,Rider_5600,Delhi,4.3,2025-11-15,D2485,Driver_2485,Bangalore,5.0,Bangalore,COMPLETED,2025-09-10 18:25:11,2025-09-10 18:32:09,2025-09-10 18:49:13,6.97,17.07,8.85,177.0,UPI,2025-09-10 18:49:12,True,20.0,2025-09-10
RID5145,R5648,Rider_5648,Hyderabad,4.6,2023-02-22,D1036,Driver_1036,Delhi,3.3,Delhi,COMPLETED,2025-02-25 00:20:29,2025-02-25 00:40:25,2025-02-25 00:55:57,19.93,15.53,6.91,69.1,CARD,2025-02-25 00:55:57,True,10.0,2025-02-25
RID12633,R6360,Rider_6360,Chennai,4.0,2024-10-28,D4467,Driver_4467,Chennai,4.5,Chennai,COMPLETED,2024-01-19 18:46:30,2024-01-19 18:57:06,2024-01-19 19:21:26,10.6,24.33,7.04,112.64,UPI,2024-01-19 19:21:25,True,16.0,2024-01-19
RID17202,R195,Rider_195,Bangalore,4.2,2026-01-16,D766,Driver_766,Mumbai,4.2,Mumbai,COMPLETED,2024-10-09 17:54:42,2024-10-09 18:08:57,2024-10-09 18:32:05,14.25,23.13,13.88,208.2,UPI,2024-10-09 18:32:04,True,15.0,2024-10-09
RID19400,R3253,Rider_3253,Chennai,4.5,2024-11-07,D4659,Driver_4659,Chennai,4.1,Chennai,COMPLETED,2024-02-20 21:13:00,2024-02-20 21:25:45,2024-02-20 21:45:20,12.75,19.58,5.62,89.92,CASH,2024-02-20 21:45:19,True,16.0,2024-02-20
RID14523,R7913,Rider_7913,Delhi,3.9,2022-03-14,D1490,Driver_1490,Chennai,4.3,Chennai,COMPLETED,2024-11-16 06:34:08,2024-11-16 06:44:00,2024-11-16 07:01:10,9.87,17.17,3.78,71.82,CARD,2024-11-16 07:01:09,True,19.0,2024-11-16
RID22744,R5655,Rider_5655,Hyderabad,3.9,2024-08-31,D4503,Driver_4503,Delhi,3.3,Delhi,COMPLETED,2024-11-26 12:58:02,2024-11-26 13:18:46,2024-11-26 13:32:01,20.73,13.25,5.57,55.7,CARD,2024-11-26 13:32:00,True,10.0,2024-11-26
RID15257,R3468,Rider_3468,Mumbai,3.9,2022-04-20,D3333,Driver_3333,Delhi,3.8,Delhi,COMPLETED,2023-07-24 19:14:18,2023-07-24 19:35:27,2023-07-24 19:51:21,21.15,15.9,5.75,57.5,CARD,2023-07-24 19:51:21,True,10.0,2023-07-24
RID31487,R619,Rider_619,Chennai,4.2,2025-07-16,D4880,Driver_4880,Hyderabad,3.9,Hyderabad,COMPLETED,2025-10-18 15:03:45,2025-10-18 15:18:34,2025-10-18 15:41:45,14.82,23.18,13.02,149.73,CARD,2025-10-18 15:41:44,True,11.5,2025-10-18
RID27736,R1094,Rider_1094,Chennai,3.9,2023-04-25,D620,Driver_620,Chennai,4.5,Chennai,COMPLETED,2025-05-11 22:32:04,2025-05-11 22:41:38,2025-05-11 23:03:48,9.57,22.17,4.9,93.1,UPI,2025-05-11 23:03:48,True,19.0,2025-05-11
RID5072,R4715,Rider_4715,Delhi,4.2,2022-06-25,D196,Driver_196,Mumbai,3.9,Mumbai,COMPLETED,2023-01-11 11:45:42,2023-01-11 12:02:47,2023-01-11 12:17:26,17.08,14.65,6.76,81.12,CARD,2023-01-11 12:17:25,True,12.0,2023-01-11
RID13893,R7586,Rider_7586,Delhi,4.5,2024-11-28,D3525,Driver_3525,Bangalore,4.9,Bangalore,COMPLETED,2023-05-26 20:45:50,2023-05-26 20:53:41,2023-05-26 21:21:54,7.85,28.22,9.84,196.8,UPI,2023-05-26 21:21:54,True,20.0,2023-05-26
RID9977,R2462,Rider_2462,Mumbai,4.6,2023-06-14,D2262,Driver_2262,Hyderabad,4.3,Hyderabad,COMPLETED,2023-10-14 02:27:00,2023-10-14 02:41:25,2023-10-14 02:53:08,14.42,11.72,13.19,191.25,CARD,2023-10-14 02:53:08,True,14.5,2023-10-14
RID25989,R6038,Rider_6038,Delhi,3.7,2024-01-18,D1821,Driver_1821,Delhi,3.4,Delhi,COMPLETED,2023-01-04 19:53:25,2023-01-04 20:14:52,2023-01-04 20:41:35,21.45,26.72,9.3,93.0,UPI,2023-01-04 20:41:34,True,10.0,2023-01-04
RID20416,R336,Rider_336,Hyderabad,4.3,2022-06-20,D1016,Driver_1016,Mumbai,4.1,Mumbai,COMPLETED,2025-05-13 10:34:41,2025-05-13 10:48:14,2025-05-13 11:10:32,13.55,22.3,10.6,159.0,CARD,2025-05-13 11:10:32,True,15.0,2025-05-13
RID19997,R3526,Rider_3526,Mumbai,4.6,2023-02-07,D2406,Driver_2406,Hyderabad,4.4,Hyderabad,COMPLETED,2025-09-13 16:28:14,2025-09-13 16:39:54,2025-09-13 17:01:23,11.67,21.48,3.07,44.52,UPI,2025-09-13 17:01:23,True,14.5,2025-09-13
RID12344,R2567,Rider_2567,Hyderabad,4.1,2024-03-13,D2301,Driver_2301,Chennai,4.5,Chennai,COMPLETED,2023-03-26 21:51:33,2023-03-26 22:02:19,2023-03-26 22:20:50,10.77,18.52,11.57,185.12,UPI,2023-03-26 22:20:50,True,16.0,2023-03-26
RID12987,R520,Rider_520,Bangalore,3.9,2022-12-21,D1658,Driver_1658,Bangalore,4.4,Bangalore,COMPLETED,2023-05-22 20:44:23,2023-05-22 20:54:38,2023-05-22 21:12:58,10.25,18.33,10.39,176.63,UPI,2023-05-22 21:12:57,True,17.0,2023-05-22
RID32784,R549,Rider_549,Hyderabad,4.1,2023-10-09,D1711,Driver_1711,Bangalore,4.4,Bangalore,COMPLETED,2023-07-06 18:45:35,2023-07-06 18:56:28,2023-07-06 19:16:24,10.88,19.93,8.14,138.38,CARD,2023-07-06 19:16:23,True,17.0,2023-07-06
RID21331,R2402,Rider_2402,Bangalore,4.0,2022-05-06,D3442,Driver_3442,Chennai,4.1,Chennai,COMPLETED,2024-11-28 13:42:02,2024-11-28 13:54:43,2024-11-28 14:19:37,12.68,24.9,8.83,141.28,CARD,2024-11-28 14:19:36,True,16.0,2024-11-28
RID26496,R461,Rider_461,Chennai,4.1,2023-07-08,D1451,Driver_1451,Bangalore,4.8,Bangalore,COMPLETED,2024-05-21 09:52:43,2024-05-21 10:02:20,2024-05-21 10:25:16,9.62,22.93,12.88,257.6,UPI,2024-05-21 10:25:16,True,20.0,2024-05-21
RID7332,R2952,Rider_2952,Delhi,3.9,2023-06-20,D4790,Driver_4790,Hyderabad,4.0,Hyderabad,COMPLETED,2024-11-23 06:55:08,2024-11-23 07:10:09,2024-11-23 07:30:30,15.02,20.35,12.48,143.52,UPI,2024-11-23 07:30:30,True,11.5,2024-11-23
RID23625,R1220,Rider_1220,Mumbai,4.1,2023-03-31,D1856,Driver_1856,Hyderabad,4.3,Hyderabad,COMPLETED,2024-01-03 16:57:27,2024-01-03 17:10:35,2024-01-03 17:20:53,13.13,10.3,10.8,156.6,CASH,2024-01-03 17:20:53,True,14.5,2024-01-03
RID16108,R7067,Rider_7067,Mumbai,4.6,2024-01-28,D257,Driver_257,Hyderabad,3.9,Hyderabad,COMPLETED,2024-04-10 00:04:43,2024-04-10 00:17:26,2024-04-10 00:40:20,12.72,22.9,9.6,110.4,CASH,2024-04-10 00:40:20,True,11.5,2024-04-10
RID12219,R1563,Rider_1563,Hyderabad,4.7,2025-04-17,D309,Driver_309,Delhi,4.0,Delhi,COMPLETED,2025-11-04 06:10:03,2025-11-04 06:28:51,2025-11-04 06:45:38,18.8,16.78,10.61,106.1,UPI,2025-11-04 06:45:37,True,10.0,2025-11-04
RID30218,R5659,Rider_5659,Mumbai,4.0,2025-01-26,D2080,Driver_2080,Chennai,3.9,Chennai,COMPLETED,2024-12-04 14:01:55,2024-12-04 14:12:43,2024-12-04 14:29:30,10.8,16.78,5.5,71.5,UPI,2024-12-04 14:29:29,True,13.0,2024-12-04
RID16634,R4590,Rider_4590,Hyderabad,4.7,2024-02-23,D1497,Driver_1497,Mumbai,4.0,Mumbai,COMPLETED,2024-06-04 21:28:45,2024-06-04 21:43:30,2024-06-04 22:04:25,14.75,20.92,10.18,122.16,CASH,2024-06-04 22:04:25,True,12.0,2024-06-04
RID5497,R4873,Rider_4873,Mumbai,4.2,2022-04-10,D11,Driver_11,Hyderabad,3.5,Hyderabad,COMPLETED,2025-06-17 09:39:12,2025-06-17 09:55:44,2025-06-17 10:12:10,16.53,16.43,3.43,39.45,UPI,2025-06-17 10:12:10,True,11.5,2025-06-17
RID18942,R5829,Rider_5829,Bangalore,4.1,2025-02-23,D2510,Driver_2510,Hyderabad,3.5,Hyderabad,COMPLETED,2024-04-14 06:27:05,2024-04-14 06:41:14,2024-04-14 07:03:56,14.15,22.7,6.23,71.65,UPI,2024-04-14 07:03:56,True,11.5,2024-04-14
RID26024,R6789,Rider_6789,Mumbai,3.9,2022-07-14,D833,Driver_833,Delhi,4.0,Delhi,COMPLETED,2025-10-07 17:26:05,2025-10-07 17:46:47,2025-10-07 18:09:59,20.7,23.2,8.58,85.8,CARD,2025-10-07 18:09:58,True,10.0,2025-10-07
RID7453,R9119,Rider_9119,Hyderabad,4.7,2025-11-23,D4506,Driver_4506,Delhi,3.2,Delhi,COMPLETED,2023-12-29 00:45:38,2023-12-29 01:05:20,2023-12-29 01:26:47,19.7,21.45,12.05,120.5,CARD,2023-12-29 01:26:46,True,10.0,2023-12-29
RID5249,R3263,Rider_3263,Hyderabad,4.7,2024-10-05,D1721,Driver_1721,Hyderabad,4.0,Hyderabad,COMPLETED,2024-01-19 09:37:43,2024-01-19 09:50:14,2024-01-19 10:10:22,12.52,20.13,6.7,77.05,CARD,2024-01-19 10:10:21,True,11.5,2024-01-19
RID21980,R7530,Rider_7530,Hyderabad,4.3,2023-03-12,D2585,Driver_2585,Mumbai,3.9,Mumbai,COMPLETED,2023-09-08 13:04:33,2023-09-08 13:19:19,2023-09-08 13:47:55,14.77,28.6,6.53,78.36,CASH,2023-09-08 13:47:55,True,12.0,2023-09-08
RID151,R9290,Rider_9290,Bangalore,3.6,2023-03-24,D3293,Driver_3293,Hyderabad,4.4,Hyderabad,COMPLETED,2025-03-06 02:54:47,2025-03-06 03:07:11,2025-03-06 03:19:21,12.4,12.17,13.1,189.95,UPI,2025-03-06 03:19:20,True,14.5,2025-03-06
RID32201,R3829,Rider_3829,Bangalore,4.6,2024-01-12,D2910,Driver_2910,Chennai,4.5,Chennai,COMPLETED,2024-08-21 03:25:08,2024-08-21 03:33:41,2024-08-21 03:59:28,8.55,25.78,11.31,214.89,CARD,2024-08-21 03:59:28,True,19.0,2024-08-21
RID3954,R9538,Rider_9538,Delhi,3.9,2026-01-19,D2528,Driver_2528,Hyderabad,3.6,Hyderabad,COMPLETED,2023-07-27 13:57:46,2023-07-27 14:11:06,2023-07-27 14:37:31,13.33,26.42,6.85,78.77,UPI,2023-07-27 14:37:30,True,11.5,2023-07-27
RID11534,R2994,Rider_2994,Chennai,3.6,2023-12-27,D4302,Driver_4302,Chennai,4.7,Chennai,COMPLETED,2025-04-22 14:36:06,2025-04-22 14:46:00,2025-04-22 15:02:03,9.9,16.05,4.67,88.73,CARD,2025-04-22 15:02:03,True,19.0,2025-04-22
RID16123,R1353,Rider_1353,Hyderabad,4.7,2025-03-19,D1134,Driver_1134,Chennai,4.2,Chennai,COMPLETED,2024-08-06 05:53:59,2024-08-06 06:03:40,2024-08-06 06:24:35,9.68,20.92,5.73,108.87,CASH,2024-08-06 06:24:34,True,19.0,2024-08-06
RID24445,R5779,Rider_5779,Delhi,3.8,2023-07-11,D2350,Driver_2350,Chennai,4.5,Chennai,COMPLETED,2023-09-25 08:48:10,2023-09-25 08:58:41,2023-09-25 09:28:35,10.52,29.9,7.34,117.44,CARD,2023-09-25 09:28:34,True,16.0,2023-09-25
RID13860,R1924,Rider_1924,Hyderabad,3.9,2023-03-05,D3124,Driver_3124,Hyderabad,4.2,Hyderabad,COMPLETED,2023-07-12 14:43:21,2023-07-12 14:56:42,2023-07-12 15:24:53,13.35,28.18,4.57,66.27,CARD,2023-07-12 15:24:53,True,14.5,2023-07-12
RID28919,R6406,Rider_6406,Bangalore,4.4,2024-12-18,D1531,Driver_1531,Chennai,4.5,Chennai,COMPLETED,2024-10-12 16:06:51,2024-10-12 16:19:00,2024-10-12 16:48:45,12.15,29.75,9.12,145.92,CARD,2024-10-12 16:48:44,True,16.0,2024-10-12
RID3323,R1534,Rider_1534,Bangalore,4.8,2025-12-24,D270,Driver_270,Delhi,3.5,Delhi,COMPLETED,2023-10-21 11:25:57,2023-10-21 11:48:00,2023-10-21 12:04:02,22.05,16.03,12.3,123.0,CASH,2023-10-21 12:04:02,True,10.0,2023-10-21
RID8534,R4,Rider_4,Delhi,3.9,2025-06-10,D2006,Driver_2006,Mumbai,3.6,Mumbai,COMPLETED,2023-12-29 07:53:10,2023-12-29 08:07:44,2023-12-29 08:24:54,14.57,17.17,2.42,29.04,UPI,2023-12-29 08:24:54,True,12.0,2023-12-29
RID6117,R1953,Rider_1953,Hyderabad,4.3,2024-02-23,D1591,Driver_1591,Bangalore,4.6,Bangalore,COMPLETED,2023-09-03 04:44:39,2023-09-03 04:52:34,2023-09-03 05:17:13,7.92,24.65,10.21,204.2,CASH,2023-09-03 05:17:13,True,20.0,2023-09-03
RID32844,R8781,Rider_8781,Delhi,4.4,2022-12-11,D2766,Driver_2766,Hyderabad,3.6,Hyderabad,COMPLETED,2025-06-01 11:51:33,2025-06-01 12:08:15,2025-06-01 12:18:24,16.7,10.15,4.2,48.3,UPI,2025-06-01 12:18:24,True,11.5,2025-06-01
RID17576,R2904,Rider_2904,Hyderabad,4.5,2023-01-05,D3569,Driver_3569,Bangalore,4.6,Bangalore,COMPLETED,2025-03-19 21:56:04,2025-03-19 22:05:05,2025-03-19 22:29:50,9.02,24.75,3.83,76.6,CARD,2025-03-19 22:29:50,True,20.0,2025-03-19
RID9332,R1629,Rider_1629,Delhi,3.9,2025-04-23,D4473,Driver_4473,Mumbai,4.4,Mumbai,COMPLETED,2025-07-08 09:07:24,2025-07-08 09:22:14,2025-07-08 09:39:09,14.83,16.92,13.19,197.85,CARD,2025-07-08 09:39:08,True,15.0,2025-07-08
RID12130,R1373,Rider_1373,Delhi,4.8,2022-03-03,D3654,Driver_3654,Bangalore,4.1,Bangalore,COMPLETED,2024-07-16 20:26:22,2024-07-16 20:36:18,2024-07-16 20:50:32,9.93,14.23,10.56,211.2,UPI,2024-07-16 20:50:32,True,20.0,2024-07-16
RID11043,R8392,Rider_8392,Chennai,4.3,2025-12-24,D2656,Driver_2656,Hyderabad,3.6,Hyderabad,COMPLETED,2024-04-23 10:32:23,2024-04-23 10:45:48,2024-04-23 11:07:25,13.42,21.62,2.15,24.72,CARD,2024-04-23 11:07:25,True,11.5,2024-04-23
RID10546,R82,Rider_82,Mumbai,4.5,2025-10-06,D758,Driver_758,Chennai,4.4,Chennai,COMPLETED,2024-10-30 05:54:35,2024-10-30 06:06:02,2024-10-30 06:16:45,11.45,10.72,13.58,217.28,UPI,2024-10-30 06:16:45,True,16.0,2024-10-30
RID28056,R1780,Rider_1780,Bangalore,3.7,2025-06-11,D2851,Driver_2851,Delhi,3.5,Delhi,COMPLETED,2024-07-11 13:50:26,2024-07-11 14:12:54,2024-07-11 14:29:47,22.47,16.88,12.57,125.7,CASH,2024-07-11 14:29:47,True,10.0,2024-07-11
RID7901,R4538,Rider_4538,Hyderabad,3.9,2025-01-01,D4609,Driver_4609,Bangalore,4.4,Bangalore,COMPLETED,2024-07-21 09:32:52,2024-07-21 09:44:04,2024-07-21 09:56:47,11.2,12.72,12.61,214.37,CARD,2024-07-21 09:56:47,True,17.0,2024-07-21
RID21027,R6283,Rider_6283,Hyderabad,4.6,2025-09-28,D366,Driver_366,Chennai,4.4,Chennai,COMPLETED,2025-08-17 03:25:42,2025-08-17 03:35:53,2025-08-17 03:53:17,10.18,17.4,8.74,139.84,CARD,2025-08-17 03:53:16,True,16.0,2025-08-17
RID21951,R1493,Rider_1493,Delhi,3.9,2025-07-23,D4965,Driver_4965,Chennai,4.8,Chennai,COMPLETED,2025-05-09 14:00:22,2025-05-09 14:11:05,2025-05-09 14:33:55,10.72,22.83,2.56,40.96,CARD,2025-05-09 14:33:55,True,16.0,2025-05-09
RID29000,R8995,Rider_8995,Chennai,4.3,2024-08-21,D2784,Driver_2784,Delhi,3.8,Delhi,COMPLETED,2025-07-09 16:58:42,2025-07-09 17:19:25,2025-07-09 17:35:37,20.72,16.2,9.5,95.0,CASH,2025-07-09 17:35:36,True,10.0,2025-07-09
RID31499,R4011,Rider_4011,Chennai,4.6,2025-11-30,D2955,Driver_2955,Chennai,4.3,Chennai,COMPLETED,2023-08-06 12:41:10,2023-08-06 12:52:58,2023-08-06 13:07:40,11.8,14.7,9.38,150.08,CARD,2023-08-06 13:07:39,True,16.0,2023-08-06
RID29106,R7134,Rider_7134,Bangalore,4.0,2023-02-16,D2104,Driver_2104,Delhi,3.4,Delhi,COMPLETED,2025-03-31 04:19:40,2025-03-31 04:40:23,2025-03-31 05:09:04,20.72,28.68,9.92,99.2,CARD,2025-03-31 05:09:03,True,10.0,2025-03-31
RID8167,R7626,Rider_7626,Chennai,3.6,2025-06-06,D2416,Driver_2416,Bangalore,4.7,Bangalore,COMPLETED,2023-12-30 05:48:02,2023-12-30 05:56:09,2023-12-30 06:07:46,8.12,11.62,4.04,80.8,UPI,2023-12-30 06:07:45,True,20.0,2023-12-30
RID21786,R2052,Rider_2052,Chennai,4.0,2022-01-20,D3387,Driver_3387,Delhi,3.9,Delhi,COMPLETED,2023-09-12 12:11:22,2023-09-12 12:31:23,2023-09-12 13:00:07,20.02,28.73,4.83,48.3,CASH,2023-09-12 13:00:06,True,10.0,2023-09-12
RID6121,R4593,Rider_4593,Hyderabad,4.6,2023-11-01,D3527,Driver_3527,Bangalore,4.4,Bangalore,COMPLETED,2023-08-30 09:28:00,2023-08-30 09:36:55,2023-08-30 09:48:06,8.92,11.18,9.82,196.4,UPI,2023-08-30 09:48:06,True,20.0,2023-08-30
RID11795,R4944,Rider_4944,Mumbai,3.7,2025-06-26,D3271,Driver_3271,Mumbai,3.6,Mumbai,COMPLETED,2023-06-19 22:28:01,2023-06-19 22:44:52,2023-06-19 23:14:51,16.85,29.98,11.42,137.04,UPI,2023-06-19 23:14:51,True,12.0,2023-06-19
RID33460,R7731,Rider_7731,Hyderabad,4.4,2025-10-28,D3042,Driver_3042,Delhi,3.9,Delhi,COMPLETED,2024-02-18 04:00:48,2024-02-18 04:19:07,2024-02-18 04:35:45,18.32,16.63,5.13,51.3,UPI,2024-02-18 04:35:44,True,10.0,2024-02-18
RID13414,R8530,Rider_8530,Hyderabad,4.1,2023-02-16,D1981,Driver_1981,Mumbai,4.2,Mumbai,COMPLETED,2023-10-29 10:51:30,2023-10-29 11:06:12,2023-10-29 11:22:45,14.7,16.55,2.16,32.4,CARD,2023-10-29 11:22:44,True,15.0,2023-10-29
RID1282,R9928,Rider_9928,Delhi,4.1,2023-08-05,D2730,Driver_2730,Chennai,4.1,Chennai,COMPLETED,2025-07-28 09:26:08,2025-07-28 09:36:21,2025-07-28 09:53:39,10.22,17.3,8.14,130.24,CARD,2025-07-28 09:53:38,True,16.0,2025-07-28
RID4220,R2159,Rider_2159,Delhi,3.6,2024-04-27,D870,Driver_870,Hyderabad,3.9,Hyderabad,COMPLETED,2023-01-29 07:42:47,2023-01-29 07:55:24,2023-01-29 08:13:06,12.62,17.7,7.71,88.67,UPI,2023-01-29 08:13:05,True,11.5,2023-01-29
RID15483,R7421,Rider_7421,Mumbai,4.0,2025-04-21,D2765,Driver_2765,Chennai,4.5,Chennai,COMPLETED,2024-09-07 10:43:33,2024-09-07 10:56:01,2024-09-07 11:19:59,12.47,23.97,6.31,100.96,UPI,2024-09-07 11:19:58,True,16.0,2024-09-07
RID14378,R43,Rider_43,Mumbai,3.6,2025-09-23,D4417,Driver_4417,Mumbai,3.9,Mumbai,COMPLETED,2023-07-07 13:53:59,2023-07-07 14:09:27,2023-07-07 14:22:51,15.47,13.4,10.24,122.88,CASH,2023-07-07 14:22:50,True,12.0,2023-07-07
RID16359,R2685,Rider_2685,Hyderabad,4.4,2022-09-06,D1954,Driver_1954,Delhi,4.1,Delhi,COMPLETED,2023-08-18 17:22:03,2023-08-18 17:40:37,2023-08-18 18:05:27,18.57,24.83,13.17,171.21,UPI,2023-08-18 18:05:27,True,13.0,2023-08-18
RID32257,R1203,Rider_1203,Delhi,4.2,2023-06-12,D3477,Driver_3477,Bangalore,5.0,Bangalore,COMPLETED,2024-04-06 00:30:33,2024-04-06 00:37:04,2024-04-06 01:03:16,6.52,26.2,5.82,116.4,UPI,2024-04-06 01:03:16,True,20.0,2024-04-06
RID14783,R7500,Rider_7500,Hyderabad,4.4,2025-08-15,D4451,Driver_4451,Bangalore,4.6,Bangalore,COMPLETED,2023-03-27 21:17:33,2023-03-27 21:27:29,2023-03-27 21:54:01,9.93,26.53,9.46,189.2,CASH,2023-03-27 21:54:01,True,20.0,2023-03-27
RID26446,R8087,Rider_8087,Delhi,4.7,2025-06-24,D2781,Driver_2781,Bangalore,4.3,Bangalore,COMPLETED,2024-02-24 18:42:00,2024-02-24 18:51:15,2024-02-24 19:15:13,9.25,23.97,4.17,83.4,UPI,2024-02-24 19:15:13,True,20.0,2024-02-24
RID21364,R2056,Rider_2056,Bangalore,4.4,2023-01-10,D2729,Driver_2729,Chennai,4.1,Chennai,COMPLETED,2024-03-09 18:01:13,2024-03-09 18:14:40,2024-03-09 18:30:17,13.45,15.62,11.72,187.52,UPI,2024-03-09 18:30:17,True,16.0,2024-03-09
RID18123,R4661,Rider_4661,Chennai,4.1,2024-02-03,D4936,Driver_4936,Mumbai,3.9,Mumbai,COMPLETED,2024-11-22 05:23:46,2024-11-22 05:39:55,2024-11-22 06:09:19,16.15,29.4,12.99,155.88,UPI,2024-11-22 06:09:18,True,12.0,2024-11-22
